"rid";"minLon";"minLat";"maxLon";"maxLat"
1;3;54.5;3.08990280777538;54.4100971922246
2;3.08999280057595;54.5;3.17989560835133;54.4100971922246
3;3.17998560115191;54.5;3.26988840892729;54.4100971922246
4;3.26997840172786;54.5;3.35988120950324;54.4100971922246
5;3.35997120230382;54.5;3.44987401007919;54.4100971922246
6;3.44996400287977;54.5;3.53986681065515;54.4100971922246
7;3.53995680345572;54.5;3.6298596112311;54.4100971922246
8;3.62994960403168;54.5;3.71985241180706;54.4100971922246
9;3.71994240460763;54.5;3.80984521238301;54.4100971922246
10;3.80993520518358;54.5;3.89983801295896;54.4100971922246
11;3.89992800575954;54.5;3.98983081353492;54.4100971922246
12;3.98992080633549;54.5;4.07982361411087;54.4100971922246
13;4.07991360691145;54.5;4.16981641468682;54.4100971922246
14;4.1699064074874;54.5;4.25980921526278;54.4100971922246
15;4.25989920806335;54.5;4.34980201583873;54.4100971922246
16;4.34989200863931;54.5;4.43979481641469;54.4100971922246
17;4.43988480921526;54.5;4.52978761699064;54.4100971922246
18;4.52987760979122;54.5;4.61978041756659;54.4100971922246
19;4.61987041036717;54.5;4.70977321814255;54.4100971922246
20;4.70986321094312;54.5;4.7997660187185;54.4100971922246
21;4.79985601151908;54.5;4.88975881929446;54.4100971922246
22;4.88984881209503;54.5;4.97975161987041;54.4100971922246
23;4.97984161267098;54.5;5.06974442044636;54.4100971922246
24;5.06983441324694;54.5;5.15973722102232;54.4100971922246
25;5.15982721382289;54.5;5.24973002159827;54.4100971922246
26;5.24982001439885;54.5;5.33972282217422;54.4100971922246
27;5.3398128149748;54.5;5.42971562275018;54.4100971922246
28;5.42980561555075;54.5;5.51970842332613;54.4100971922246
29;5.51979841612671;54.5;5.60970122390209;54.4100971922246
30;5.60979121670266;54.5;5.69969402447804;54.4100971922246
31;5.69978401727862;54.5;5.78968682505399;54.4100971922246
32;5.78977681785457;54.5;5.87967962562995;54.4100971922246
33;5.87976961843052;54.5;5.9696724262059;54.4100971922246
34;5.96976241900648;54.5;6.05966522678185;54.4100971922246
35;3;54.410007199424;3.08990280777538;54.3201043916487
36;3.08999280057595;54.410007199424;3.17989560835133;54.3201043916487
37;3.17998560115191;54.410007199424;3.26988840892729;54.3201043916487
38;3.26997840172786;54.410007199424;3.35988120950324;54.3201043916487
39;3.35997120230382;54.410007199424;3.44987401007919;54.3201043916487
40;3.44996400287977;54.410007199424;3.53986681065515;54.3201043916487
41;3.53995680345572;54.410007199424;3.6298596112311;54.3201043916487
42;3.62994960403168;54.410007199424;3.71985241180706;54.3201043916487
43;3.71994240460763;54.410007199424;3.80984521238301;54.3201043916487
44;3.80993520518358;54.410007199424;3.89983801295896;54.3201043916487
45;3.89992800575954;54.410007199424;3.98983081353492;54.3201043916487
46;3.98992080633549;54.410007199424;4.07982361411087;54.3201043916487
47;4.07991360691145;54.410007199424;4.16981641468682;54.3201043916487
48;4.1699064074874;54.410007199424;4.25980921526278;54.3201043916487
49;4.25989920806335;54.410007199424;4.34980201583873;54.3201043916487
50;4.34989200863931;54.410007199424;4.43979481641469;54.3201043916487
51;4.43988480921526;54.410007199424;4.52978761699064;54.3201043916487
52;4.52987760979122;54.410007199424;4.61978041756659;54.3201043916487
53;4.61987041036717;54.410007199424;4.70977321814255;54.3201043916487
54;4.70986321094312;54.410007199424;4.7997660187185;54.3201043916487
55;4.79985601151908;54.410007199424;4.88975881929446;54.3201043916487
56;4.88984881209503;54.410007199424;4.97975161987041;54.3201043916487
57;4.97984161267098;54.410007199424;5.06974442044636;54.3201043916487
58;5.06983441324694;54.410007199424;5.15973722102232;54.3201043916487
59;5.15982721382289;54.410007199424;5.24973002159827;54.3201043916487
60;5.24982001439885;54.410007199424;5.33972282217422;54.3201043916487
61;5.3398128149748;54.410007199424;5.42971562275018;54.3201043916487
62;5.42980561555075;54.410007199424;5.51970842332613;54.3201043916487
63;5.51979841612671;54.410007199424;5.60970122390209;54.3201043916487
64;5.60979121670266;54.410007199424;5.69969402447804;54.3201043916487
65;5.69978401727862;54.410007199424;5.78968682505399;54.3201043916487
66;5.78977681785457;54.410007199424;5.87967962562995;54.3201043916487
67;5.87976961843052;54.410007199424;5.9696724262059;54.3201043916487
68;5.96976241900648;54.410007199424;6.05966522678185;54.3201043916487
69;3;54.3200143988481;3.08990280777538;54.2301115910727
70;3.08999280057595;54.3200143988481;3.17989560835133;54.2301115910727
71;3.17998560115191;54.3200143988481;3.26988840892729;54.2301115910727
72;3.26997840172786;54.3200143988481;3.35988120950324;54.2301115910727
73;3.35997120230382;54.3200143988481;3.44987401007919;54.2301115910727
74;3.44996400287977;54.3200143988481;3.53986681065515;54.2301115910727
75;3.53995680345572;54.3200143988481;3.6298596112311;54.2301115910727
76;3.62994960403168;54.3200143988481;3.71985241180706;54.2301115910727
77;3.71994240460763;54.3200143988481;3.80984521238301;54.2301115910727
78;3.80993520518358;54.3200143988481;3.89983801295896;54.2301115910727
79;3.89992800575954;54.3200143988481;3.98983081353492;54.2301115910727
80;3.98992080633549;54.3200143988481;4.07982361411087;54.2301115910727
81;4.07991360691145;54.3200143988481;4.16981641468682;54.2301115910727
82;4.1699064074874;54.3200143988481;4.25980921526278;54.2301115910727
83;4.25989920806335;54.3200143988481;4.34980201583873;54.2301115910727
84;4.34989200863931;54.3200143988481;4.43979481641469;54.2301115910727
85;4.43988480921526;54.3200143988481;4.52978761699064;54.2301115910727
86;4.52987760979122;54.3200143988481;4.61978041756659;54.2301115910727
87;4.61987041036717;54.3200143988481;4.70977321814255;54.2301115910727
88;4.70986321094312;54.3200143988481;4.7997660187185;54.2301115910727
89;4.79985601151908;54.3200143988481;4.88975881929446;54.2301115910727
90;4.88984881209503;54.3200143988481;4.97975161987041;54.2301115910727
91;4.97984161267098;54.3200143988481;5.06974442044636;54.2301115910727
92;5.06983441324694;54.3200143988481;5.15973722102232;54.2301115910727
93;5.15982721382289;54.3200143988481;5.24973002159827;54.2301115910727
94;5.24982001439885;54.3200143988481;5.33972282217422;54.2301115910727
95;5.3398128149748;54.3200143988481;5.42971562275018;54.2301115910727
96;5.42980561555075;54.3200143988481;5.51970842332613;54.2301115910727
97;5.51979841612671;54.3200143988481;5.60970122390209;54.2301115910727
98;5.60979121670266;54.3200143988481;5.69969402447804;54.2301115910727
99;5.69978401727862;54.3200143988481;5.78968682505399;54.2301115910727
100;5.78977681785457;54.3200143988481;5.87967962562995;54.2301115910727
101;5.87976961843052;54.3200143988481;5.9696724262059;54.2301115910727
102;5.96976241900648;54.3200143988481;6.05966522678185;54.2301115910727
103;3;54.2300215982721;3.08990280777538;54.1401187904968
104;3.08999280057595;54.2300215982721;3.17989560835133;54.1401187904968
105;3.17998560115191;54.2300215982721;3.26988840892729;54.1401187904968
106;3.26997840172786;54.2300215982721;3.35988120950324;54.1401187904968
107;3.35997120230382;54.2300215982721;3.44987401007919;54.1401187904968
108;3.44996400287977;54.2300215982721;3.53986681065515;54.1401187904968
109;3.53995680345572;54.2300215982721;3.6298596112311;54.1401187904968
110;3.62994960403168;54.2300215982721;3.71985241180706;54.1401187904968
111;3.71994240460763;54.2300215982721;3.80984521238301;54.1401187904968
112;3.80993520518358;54.2300215982721;3.89983801295896;54.1401187904968
113;3.89992800575954;54.2300215982721;3.98983081353492;54.1401187904968
